"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20190101 ~ 20191231"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적(㎡)","거래금액(만원)","지분구분"
"서울특별시 구로구 온수동","1**","대","준공업지역","12m미만","201903","7","130","20,000"," "
"서울특별시 성동구 도선동","2**","대","일반상업지역","25m이상","201903","7","1.7","27,000"," "
"서울특별시 광진구 자양동","5*","도로","제2종일반주거지역","-","201903","7","2","303","지분"
"서울특별시 마포구 공덕동","1**","대","제2종일반주거지역","12m미만","201903","7","40","32,600"," "
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","7","165","345","지분"
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","7","182","380","지분"
"서울특별시 관악구 신림동","1**","대","제2종일반주거지역","8m미만","201903","7","99.3","40,000","지분"
"서울특별시 성북구 길음동","5**","도로","제3종일반주거지역","-","201903","7","22.8","5,600","지분"
"서울특별시 용산구 용산동2가","3*","대","제1종일반주거지역","-","201903","7","8.2","6,678"," "
"서울특별시 동작구 노량진동","3**","도로","제3종일반주거지역","-","201903","7","97.5","60,000","지분"
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","7","297","621","지분"
"서울특별시 용산구 후암동","4**","대","제2종일반주거지역","8m미만","201903","7","159.7","72,800"," "
"서울특별시 서초구 내곡동","*","도로","개발제한구역","8m미만","201903","8","34.5","1,000","지분"
"서울특별시 서초구 방배동","9**","도로","제2종일반주거지역","-","201903","8","2.7","1,207"," "
"서울특별시 노원구 하계동","산3*","임야","개발제한구역","25m이상","201903","8","3039.71","12,000","지분"
"서울특별시 강동구 고덕동","5**","답","개발제한구역","-","201903","8","139","13,500"," "
"서울특별시 강동구 천호동","4**","대","일반상업지역","25m미만","201903","8","3.46","2,980","지분"
"서울특별시 서초구 내곡동","*","답","개발제한구역","-","201903","8","361","22,100"," "
"서울특별시 서초구 내곡동","*","답","개발제한구역","-","201903","8","384","23,500"," "
"서울특별시 성북구 하월곡동","9*","대","준주거지역","8m미만","201903","8","5.67","25","지분"
"서울특별시 성북구 하월곡동","9*","대","준주거지역","8m미만","201903","8","1.67","25","지분"
"서울특별시 서초구 내곡동","*","전","개발제한구역","-","201903","8","431","26,400"," "
"서울특별시 성동구 금호동4가","1***","대","제2종일반주거지역","25m이상","201903","8","9.03","4,000","지분"
"서울특별시 노원구 하계동","산3*","임야","개발제한구역","25m이상","201903","8","656.91","4,000","지분"
"서울특별시 강동구 천호동","1**","대","제2종일반주거지역","8m미만","201903","8","136","77,900"," "
"서울특별시 강동구 천호동","1**","대","제2종일반주거지역","8m미만","201903","8","182","81,000"," "
"서울특별시 강동구 천호동","1**","대","제2종일반주거지역","8m미만","201903","9","3","1,450"," "
"서울특별시 동작구 신대방동","4**","대","제1종일반주거지역","12m미만","201903","9","202","113,130"," "
"서울특별시 동작구 노량진동","2**","도로","제3종일반주거지역","-","201903","9","50","17,000"," "
"서울특별시 동작구 대방동","4*","도로","제2종일반주거지역","-","201903","9","6","3,700"," "
"서울특별시 중랑구 망우동","5**","대","일반상업지역","12m미만","201903","9","349.1","400,000"," "
"서울특별시 성북구 정릉동","1**","대","제3종일반주거지역","8m미만","201903","9","1","448"," "
"서울특별시 관악구 봉천동","7**","대","제1종일반주거지역","12m미만","201903","9","112","53,870"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","10","330","1,290","지분"
"서울특별시 관악구 신림동","7**","도로","준주거지역","-","201903","10","82","1,702"," "
"서울특별시 강북구 우이동","7*","도로","제2종일반주거지역","8m미만","201903","10","8","640"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","10","936","790","지분"
"서울특별시 강북구 우이동","7*","도로","제2종일반주거지역","8m미만","201903","10","11","860"," "
"서울특별시 종로구 관철동","1*","대","일반상업지역","12m미만","201903","11","268.8","1,506,624"," "
"서울특별시 종로구 원남동","1**","대","일반상업지역","8m미만","201903","11","1.7","1,700"," "
"서울특별시 동작구 노량진동","3**","대","제3종일반주거지역","-","201903","11","34.5","10,000","지분"
"서울특별시 성북구 성북동","1**","대","제2종일반주거지역","-","201903","11","211","113,500"," "
"서울특별시 동작구 노량진동","3**","대","제3종일반주거지역","-","201903","11","39.5","12,000","지분"
"서울특별시 영등포구 신길동","4**","대","제3종일반주거지역","8m미만","201903","11","1.39","130","지분"
"서울특별시 광진구 자양동","*","대","일반상업지역","-","201903","11","11.3","15,462"," "
"서울특별시 동작구 상도동","2**","대","제1종일반주거지역","8m미만","201903","11","39","15,600"," "
"서울특별시 용산구 서빙고동","2**","대","제3종일반주거지역","-","201903","11","32","17,500","지분"
"서울특별시 금천구 시흥동","7**","도로","제2종일반주거지역","-","201903","11","13.63","2,600","지분"
"서울특별시 성동구 용답동","2**","대","유통상업지역","25m미만","201903","11","2881.8","2,844,800"," "
"서울특별시 성북구 성북동","1**","대","제2종일반주거지역","8m미만","201903","11","50","23,500"," "
"서울특별시 동작구 상도동","2**","대","제1종일반주거지역","8m미만","201903","11","75","26,300"," "
"서울특별시 동작구 상도동","2**","대","제1종일반주거지역","8m미만","201903","11","88","26,800"," "
"서울특별시 동작구 상도동","2**","대","제1종일반주거지역","8m미만","201903","11","74","27,100"," "
"서울특별시 종로구 원남동","9*","대","일반상업지역","8m미만","201903","11","4.6","3,700"," "
"서울특별시 종로구 구기동","1*","대","제1종전용주거지역","-","201903","11","92","3,900"," "
"서울특별시 종로구 원남동","1**","대","일반상업지역","8m미만","201903","11","59.5","49,000"," "
"서울특별시 동대문구 전농동","2**","대","근린상업지역","8m미만","201903","11","6","5,000"," "
"서울특별시 종로구 원남동","1**","대","일반상업지역","8m미만","201903","11","6.9","5,600"," "
"서울특별시 서대문구 홍제동","2**","대","제2종일반주거지역","8m미만","201903","11","3.33","500","지분"
"서울특별시 동작구 상도동","2**","대","제1종일반주거지역","8m미만","201903","11","156","57,300"," "
"서울특별시 동대문구 용두동","2**","대","제3종일반주거지역","8m미만","201903","11","3.3","7,690","지분"
"서울특별시 중구 인현동2가","5*","대","일반상업지역","8m미만","201903","11","4.3","9,000"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","12","330.58","1,290","지분"
"서울특별시 성북구 정릉동","7**","전","제1종일반주거지역","8m미만","201903","12","85","10,268","지분"
"서울특별시 성북구 보문동1가","1**","대","준주거지역","8m미만","201903","12","10.2","10,800"," "
"서울특별시 강동구 성내동","5*","대","일반상업지역","25m이상","201903","12","25","114,008"," "
"서울특별시 구로구 구로동","1**","대","제3종일반주거지역","25m미만","201903","12","246.7","150,000"," "
"서울특별시 강서구 오곡동","5**","답","개발제한구역","8m미만","201903","12","1058","18,000"," "
"서울특별시 중구 인현동2가","5*","대","일반상업지역","8m미만","201903","12","11.9","22,000"," "
"서울특별시 광진구 구의동","5**","대","제2종일반주거지역","-","201903","12","28.6","23,447"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","12","82.64","323","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","12","99.17","387","지분"
"서울특별시 성북구 정릉동","8**","답","제1종일반주거지역","8m미만","201903","12","40","4,832","지분"
"서울특별시 중랑구 면목동","7**","대","제3종일반주거지역","8m미만","201903","12","12","5,000","지분"
"서울특별시 강동구 천호동","4**","대","일반상업지역","25m미만","201903","12","6.28","6,509","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","12","165.29","645","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","12","198.34","774","지분"
"서울특별시 강동구 성내동","5*","대","일반상업지역","25m이상","201903","12","2","9,121"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","13","330","1,290","지분"
"서울특별시 관악구 신림동","7**","대","제2종일반주거지역","12m미만","201903","13","4","1,327"," "
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","13","662","1,380","지분"
"서울특별시 종로구 부암동","1**","임야","제1종일반주거지역","-","201903","13","16","1,450","지분"
"서울특별시 용산구 서빙고동","2**","대","제3종일반주거지역","8m미만","201903","13","16.5","10,000","지분"
"서울특별시 서대문구 홍제동","3**","대","제2종일반주거지역","-","201903","13","27","11,164"," "
"서울특별시 동작구 사당동","7*","대","제2종일반주거지역","-","201903","13","61","12,000","지분"
"서울특별시 동작구 상도동","1**","대","제3종일반주거지역","-","201903","13","25.39","12,000","지분"
"서울특별시 용산구 청파동3가","1**","대","제2종일반주거지역","8m미만","201903","13","21.8","15,500"," "
"서울특별시 종로구 부암동","1**","임야","제1종일반주거지역","-","201903","13","23","2,030","지분"
"서울특별시 종로구 삼청동","1**","대","제1종일반주거지역","25m미만","201903","13","4.4","2,167"," "
"서울특별시 성북구 안암동3가","1**","대","제2종일반주거지역","8m미만","201903","13","10.23","2,860","지분"
"서울특별시 동작구 신대방동","3**","대","제2종일반주거지역","8m미만","201903","13","477","200,000"," "
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","13","99","207","지분"
"서울특별시 금천구 시흥동","9**","대","일반상업지역","8m미만","201903","13","306.1","280,500"," "
"서울특별시 종로구 삼청동","1**","대","제1종일반주거지역","25m미만","201903","13","9.6","4,219"," "
"서울특별시 강서구 화곡동","1***","대","제1종일반주거지역","8m미만","201903","13","185","44,500"," "
"서울특별시 성북구 안암동3가","1**","대","제2종일반주거지역","8m미만","201903","13","20.47","6,140","지분"
"서울특별시 종로구 삼청동","1**","대","제1종일반주거지역","25m미만","201903","13","13.1","6,452"," "
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","13","331","690","지분"
"서울특별시 마포구 상암동","*","대","제3종일반주거지역","12m미만","201903","13","29","9,000"," "
"서울특별시 강북구 수유동","산6*","임야","제1종일반주거지역","8m미만","201903","14","19.83","1,194","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","14","330.58","1,290","지분"
"서울특별시 은평구 역촌동","2**","도로","제2종일반주거지역","-","201903","14","24.07","1,902","지분"
"서울특별시 은평구 역촌동","2**","도로","제2종일반주거지역","-","201903","14","24.07","1,940","지분"
"서울특별시 금천구 시흥동","9**","도로","제2종일반주거지역","-","201903","14","38.8","14,000"," "
"서울특별시 서대문구 천연동","1**","대","제2종일반주거지역","8m미만","201903","14","59.4","19,800"," "
"서울특별시 성북구 장위동","6*","대","근린상업지역","25m미만","201903","14","4","5,000"," "
"서울특별시 성북구 장위동","6*","대","근린상업지역","25m미만","201903","14","3","5,000"," "
"서울특별시 영등포구 신길동","2***","대","제2종일반주거지역","25m이상","201903","14","73","64,775"," "
"서울특별시 강서구 오곡동","2**","전","개발제한구역","8m미만","201903","14","476","8,600"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","-","201903","15","1","1,080"," "
"서울특별시 강동구 천호동","4**","대","일반상업지역","25m미만","201903","15","1.13","1,315","지분"
"서울특별시 강남구 청담동","1**","대","제2종일반주거지역","8m미만","201903","15","605.5","1,430,000"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","25m미만","201903","15","5","10,225"," "
"서울특별시 중구 입정동","*","대","일반상업지역","12m미만","201903","15","4","12,537"," "
"서울특별시 성북구 정릉동","4**","대","제3종일반주거지역","8m미만","201903","15","11","2,500"," "
"서울특별시 중구 입정동","*","대","일반상업지역","-","201903","15","6.4","21,004"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","-","201903","15","15.5","22,853"," "
"서울특별시 동대문구 이문동","3**","대","준주거지역","8m미만","201903","15","48","26,000"," "
"서울특별시 중구 입정동","*","대","일반상업지역","12m미만","201903","15","1","3,134"," "
"서울특별시 용산구 후암동","2**","대","제2종일반주거지역","8m미만","201903","15","8.3","3,700"," "
"서울특별시 중랑구 망우동","4**","대","제3종일반주거지역","25m이상","201903","15","568.4","334,355"," "
"서울특별시 강동구 둔촌동","2**","답","개발제한구역","8m미만","201903","15","922","36,000"," "
"서울특별시 중구 입정동","*","대","일반상업지역","12m미만","201903","15","1.3","4,075"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","25m미만","201903","15","2.3","4,140"," "
"서울특별시 중구 입정동","1*","도로","일반상업지역","-","201903","15","29.4","42,777"," "
"서울특별시 중구 산림동","2**","대","일반상업지역","-","201903","15","42.8","47,424"," "
"서울특별시 강동구 천호동","4**","대","일반상업지역","25m미만","201903","15","5.78","5,992","지분"
"서울특별시 중구 산림동","2**","대","일반상업지역","8m미만","201903","15","6.8","7,854"," "
"서울특별시 중구 입정동","*","대","일반상업지역","12m미만","201903","15","3","9,403"," "
"서울특별시 중구 입정동","5*","대","일반상업지역","-","201903","15","86","99,354"," "
"서울특별시 구로구 궁동","산*","임야","개발제한구역","8m미만","201903","16","330","1,500","지분"
"서울특별시 성동구 용답동","1**","도로","제3종일반주거지역","-","201903","16","5.4","100","지분"
"서울특별시 구로구 구로동","1**","도로","제3종일반주거지역","8m미만","201903","17","20","2,100","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","18","264.46","1,032","지분"
"서울특별시 광진구 중곡동","1**","도로","제2종일반주거지역","-","201903","18","10","1,140","지분"
"서울특별시 강북구 수유동","산6*","임야","제1종일반주거지역","8m미만","201903","18","19.83","1,194","지분"
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","18","661","1,380","지분"
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","-","201903","18","13","10,457"," "
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","-","201903","18","14","11,261"," "
"서울특별시 양천구 신정동","1***","도로","제2종일반주거지역","8m미만","201903","18","94.73","11,463","지분"
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","8m미만","201903","18","139","111,811"," "
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","-","201903","18","16","12,870"," "
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","-","201903","18","17","13,675"," "
"서울특별시 동대문구 신설동","*","대","제3종일반주거지역","-","201903","18","41","15,000"," "
"서울특별시 동작구 본동","3**","대","제2종일반주거지역","-","201903","18","21","16,892"," "
"서울특별시 동작구 사당동","산3*","임야","제1종일반주거지역","25m미만","201903","18","86.01","2,000","지분"
"서울특별시 은평구 녹번동","1**","대","제2종일반주거지역","12m미만","201903","18","8","2,000","지분"
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","-","201903","18","28","22,523"," "
"서울특별시 성북구 하월곡동","9*","대","제3종일반주거지역","-","201903","18","42","23,427"," "
"서울특별시 동대문구 이문동","1**","도로","제2종일반주거지역","-","201903","18","178","24,200"," "
"서울특별시 동대문구 제기동","1**","대","제2종일반주거지역","12m미만","201903","18","45","27,450"," "
"서울특별시 동대문구 신설동","*","대","제3종일반주거지역","-","201903","18","16","3,000"," "
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","-","201903","18","39","31,371"," "
"서울특별시 종로구 평창동","5**","대","제1종전용주거지역","8m미만","201903","18","683.5","34,100","지분"
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","18","166","345","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","18","99.17","387","지분"
"서울특별시 관악구 봉천동","*","대","제3종일반주거지역","8m미만","201903","18","2","410"," "
"서울특별시 동대문구 휘경동","2**","대","제2종일반주거지역","-","201903","18","8","5,930"," "
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","8m미만","201903","18","64","51,481"," "
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","-","201903","18","66","53,090"," "
"서울특별시 성북구 종암동","9*","대","제2종일반주거지역","8m미만","201903","18","147","57,150"," "
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","18","330","690","지분"
"서울특별시 용산구 청파동2가","1*","대","제2종일반주거지역","8m미만","201903","18","2.3","750"," "
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","-","201903","18","10","8,044"," "
"서울특별시 동작구 본동","3**","대","제2종일반주거지역","-","201903","18","1","804"," "
"서울특별시 동작구 본동","4**","도로","제2종일반주거지역","-","201903","18","1","804"," "
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","-","201903","18","1","804"," "
"서울특별시 동작구 본동","4**","대","제2종일반주거지역","-","201903","18","1","804"," "
"서울특별시 동작구 본동","3**","대","제2종일반주거지역","-","201903","18","116","93,309"," "
"서울특별시 종로구 가회동","1*","도로","제1종일반주거지역","8m미만","201903","19","154.2","20,000"," "
"서울특별시 동대문구 이문동","2**","전","일반상업지역","8m미만","201903","19","528","210,000"," "
"서울특별시 강북구 미아동","7**","도로","제2종일반주거지역","8m미만","201903","19","60","23,520"," "
"서울특별시 성동구 행당동","1**","대","제3종일반주거지역","8m미만","201903","19","43","25,000","지분"
"서울특별시 광진구 중곡동","1**","도로","제2종일반주거지역","-","201903","19","33","3,800","지분"
"서울특별시 동작구 신대방동","6**","도로","제3종일반주거지역","-","201903","19","19.4","4,800","지분"
"서울특별시 동대문구 전농동","6**","대","일반상업지역","25m이상","201903","19","3","5,182"," "
"서울특별시 성동구 용답동","1**","도로","제3종일반주거지역","-","201903","19","37.2","5,233","지분"
"서울특별시 강북구 수유동","산6*","임야","제1종일반주거지역","-","201903","19","99.17","5,370","지분"
"서울특별시 도봉구 방학동","4**","대","제2종일반주거지역","25m미만","201903","19","13","8,000"," "
"서울특별시 마포구 창전동","2**","대","제3종일반주거지역","25m미만","201903","20","16","14,540"," "
"서울특별시 관악구 봉천동","4*","대","준주거지역","25m미만","201903","20","114","144,000","지분"
"서울특별시 용산구 용문동","3*","대","제2종일반주거지역","25m미만","201903","20","200","169,400"," "
"서울특별시 용산구 한강로3가","4*","대","일반상업지역","12m미만","201903","20","6.6","30,000"," "
"서울특별시 마포구 창전동","2**","대","제3종일반주거지역","25m미만","201903","20","34","31,273"," "
"서울특별시 성북구 하월곡동","6*","대","제3종일반주거지역","8m미만","201903","20","119","46,708"," "
"서울특별시 중구 신당동","2**","대","제2종일반주거지역","12m미만","201903","20","9","6,395"," "
"서울특별시 은평구 구산동","산1**","대","개발제한구역","-","201903","21","49.58","1,035","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","21","330.58","1,290","지분"
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","21","661","1,380","지분"
"서울특별시 은평구 역촌동","2**","도로","제2종일반주거지역","-","201903","21","24.07","1,902","지분"
"서울특별시 영등포구 신길동","3***","대","준주거지역","25m이상","201903","21","126","107,000"," "
"서울특별시 영등포구 신길동","3**","잡종지","제2종일반주거지역","25m이상","201903","21","22.77","11,406","지분"
"서울특별시 영등포구 신길동","3**","잡종지","제2종일반주거지역","25m이상","201903","21","22.77","11,406","지분"
"서울특별시 영등포구 신길동","3**","잡종지","제2종일반주거지역","25m이상","201903","21","22.77","11,406","지분"
"서울특별시 영등포구 신길동","3**","잡종지","제2종일반주거지역","25m이상","201903","21","22.77","11,406","지분"
"서울특별시 영등포구 신길동","3**","잡종지","제2종일반주거지역","25m이상","201903","21","22.77","11,406","지분"
"서울특별시 서대문구 홍제동","2**","도로","제2종일반주거지역","-","201903","21","138.2","12,714","지분"
"서울특별시 성북구 성북동","3**","대","제1종전용주거지역","12m미만","201903","21","744","120,000"," "
"서울특별시 영등포구 신길동","3***","대","준주거지역","25m이상","201903","21","136","138,000"," "
"서울특별시 서대문구 홍제동","2**","도로","제2종일반주거지역","-","201903","21","21.8","2,027","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","21","661","2,580","지분"
"서울특별시 동작구 노량진동","3**","도로","제3종일반주거지역","-","201903","21","86","22,350"," "
"서울특별시 중구 회현동1가","9*","대","준주거지역","8m미만","201903","21","18.5","24,442"," "
"서울특별시 중구 회현동1가","9*","대","준주거지역","8m미만","201903","21","213.9","282,603"," "
"서울특별시 서대문구 홍제동","2**","도로","제2종일반주거지역","-","201903","21","3.2","301","지분"
"서울특별시 성북구 안암동5가","1**","대","제3종일반주거지역","8m미만","201903","21","50","36,225"," "
"서울특별시 종로구 신영동","산*","임야","제1종전용주거지역","-","201903","21","6.7","580","지분"
"서울특별시 동작구 사당동","1**","도로","제2종일반주거지역","-","201903","21","28","6,108"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","21","165","645","지분"
"서울특별시 노원구 월계동","산*","임야","자연녹지지역","8m미만","201903","21","6465.5","75,000","지분"
"서울특별시 강남구 세곡동","2**","잡종지","개발제한구역","-","201903","21","211","9,600","지분"
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","22","264.46","1,032","지분"
"서울특별시 영등포구 영등포동5가","1*","대","일반상업지역","25m이상","201903","22","3.06","1,900","지분"
"서울특별시 광진구 중곡동","1**","도로","제2종일반주거지역","-","201903","22","17","1,900","지분"
"서울특별시 동대문구 이문동","2**","도로","제2종일반주거지역","-","201903","22","96","20,000"," "
"서울특별시 성북구 성북동","2**","임야","자연녹지지역","-","201903","22","86","20,300"," "
"서울특별시 중랑구 묵동","2**","도로","제2종일반주거지역","-","201903","22","7.4","3,198"," "
"서울특별시 성북구 장위동","2**","도로","제2종일반주거지역","-","201903","22","46","3,300"," "
"서울특별시 성북구 장위동","2**","도로","제2종일반주거지역","-","201903","22","53","3,700"," "
"서울특별시 도봉구 도봉동","산5*","임야","개발제한구역","8m미만","201903","22","82.64","323","지분"
"서울특별시 양천구 신월동","5**","대","제2종일반주거지역","25m이상","201903","22","98.5","33,000"," "
"서울특별시 성북구 성북동","2**","임야","자연녹지지역","-","201903","22","20","4,700"," "
"서울특별시 강서구 개화동","6**","전","자연녹지지역","-","201903","22","2115","57,500"," "
"서울특별시 동작구 노량진동","2**","도로","제3종일반주거지역","-","201903","22","46.5","6,500","지분"
"서울특별시 동작구 노량진동","2**","도로","제3종일반주거지역","-","201903","22","69","8,500"," "
"서울특별시 용산구 서빙고동","2**","대","제3종일반주거지역","8m미만","201903","23","16.54","10,000","지분"
"서울특별시 성동구 마장동","4**","대","제2종일반주거지역","8m미만","201903","23","5.7","3,000","지분"
"서울특별시 동작구 사당동","1***","공원","제1종일반주거지역","25m미만","201903","23","3.6","50","지분"
"서울특별시 동작구 사당동","산3*","임야","제1종일반주거지역","25m미만","201903","23","114.19","950","지분"
"서울특별시 종로구 이화동","*","대","제1종일반주거지역","8m미만","201903","24","337.1","60,000"," "
"서울특별시 관악구 신림동","산1**","임야","제1종일반주거지역","12m미만","201903","25","66","1,100","지분"
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","25","661","1,380","지분"
"서울특별시 용산구 이태원동","1**","대","일반상업지역","12m미만","201903","25","43.6","144,547"," "
"서울특별시 노원구 상계동","1***","전","개발제한구역","8m미만","201903","25","179","15,000"," "
"서울특별시 종로구 돈의동","1**","대","일반상업지역","8m미만","201903","25","25.5","22,708"," "
"서울특별시 종로구 신영동","산*","임야","제1종전용주거지역","-","201903","25","3.5","290","지분"
"서울특별시 성북구 석관동","3**","대","제2종일반주거지역","25m미만","201903","25","9.6","3,339","지분"
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","25","166","345","지분"
"서울특별시 영등포구 문래동3가","1*","대","준주거지역","25m이상","201903","25","3.7","5,000"," "
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","25","331","690","지분"
"서울특별시 동작구 노량진동","5*","대","일반상업지역","8m미만","201903","25","10","9,000","지분"
"서울특별시 중구 중림동","1**","대","준주거지역","8m미만","201903","26","2.3","1,000"," "
"서울특별시 동작구 신대방동","3**","대","제3종일반주거지역","-","201903","26","49","1,335","지분"
"서울특별시 광진구 중곡동","1**","도로","제2종일반주거지역","-","201903","26","17","1,900","지분"
"서울특별시 중구 중림동","1**","대","준주거지역","8m미만","201903","26","9.9","11,000"," "
"서울특별시 강동구 성내동","5*","도로","일반상업지역","-","201903","26","19","11,480"," "
"서울특별시 서대문구 홍은동","1*","대","제1종일반주거지역","8m미만","201903","26","221","11,500"," "
"서울특별시 강동구 암사동","2**","전","개발제한구역","8m미만","201903","26","515","110,000"," "
"서울특별시 동대문구 휘경동","1**","대","제3종일반주거지역","-","201903","26","236","116,563"," "
"서울특별시 은평구 불광동","2*","대","제1종일반주거지역","8m미만","201903","26","409","150,000"," "
"서울특별시 성동구 성수동1가","4**","도로","제3종일반주거지역","-","201903","26","1","2,000"," "
"서울특별시 성동구 하왕십리동","9**","도로","제2종일반주거지역","-","201903","26","9.9","2,127","지분"
"서울특별시 성동구 하왕십리동","9**","도로","제2종일반주거지역","-","201903","26","10","2,547","지분"
"서울특별시 동작구 신대방동","3**","대","제3종일반주거지역","-","201903","26","98","2,670","지분"
"서울특별시 강동구 성내동","4*","대","일반상업지역","8m미만","201903","26","12.29","20,444","지분"
"서울특별시 관악구 신림동","4**","대","제2종일반주거지역","8m미만","201903","26","324","230,000"," "
"서울특별시 중구 중림동","1**","대","준주거지역","-","201903","26","49.9","24,000"," "
"서울특별시 동대문구 휘경동","1**","대","제3종일반주거지역","-","201903","26","49","24,202"," "
"서울특별시 구로구 오류동","1*","대","일반상업지역","8m미만","201903","26","337","260,000"," "
"서울특별시 광진구 광장동","2**","대","제2종일반주거지역","8m미만","201903","26","40","27,807"," "
"서울특별시 동대문구 휘경동","1**","대","준주거지역","25m미만","201903","26","5","3,306"," "
"서울특별시 광진구 중곡동","1**","도로","제2종일반주거지역","-","201903","26","33","3,800","지분"
"서울특별시 강동구 성내동","4*","도로","일반상업지역","-","201903","26","16.5","3,860","지분"
"서울특별시 도봉구 도봉동","산2*","임야","개발제한구역","-","201903","26","165","345","지분"
"서울특별시 중구 중림동","1**","대","준주거지역","8m미만","201903","26","33.1","35,350"," "
"서울특별시 중구 중림동","1**","대","준주거지역","8m미만","201903","26","39.7","36,000"," "
"서울특별시 강동구 성내동","4*","대","일반상업지역","8m미만","201903","26","20.71","37,560","지분"
"서울특별시 동대문구 휘경동","1**","대","제3종일반주거지역","-","201903","26","6","4,149"," "
"서울특별시 중구 중림동","1**","대","준주거지역","8m미만","201903","26","39.7","40,800"," "
"서울특별시 강동구 성내동","4*","대","일반상업지역","8m미만","201903","26","24.57","40,865","지분"
"서울특별시 강동구 성내동","4*","대","일반상업지역","8m미만","201903","26","24.57","40,882","지분"
"서울특별시 성동구 성수동1가","1**","도로","제2종일반주거지역","-","201903","26","89","44,000"," "
"서울특별시 중구 신당동","4**","대","제2종일반주거지역","8m미만","201903","26","75","44,063"," "
"서울특별시 중구 중림동","1**","대","준주거지역","8m미만","201903","26","43","45,000"," "
"서울특별시 마포구 아현동","6**","대","준주거지역","8m미만","201903","26","3.04","5,000","지분"
"서울특별시 성북구 성북동","1*","대","제1종전용주거지역","8m미만","201903","26","44","5,000","지분"
