"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200101 ~ 20200127"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"경기도 남양주시 화도읍 답내리","1074","1074","0000","남양주월산사랑으로부영2단지","전세","59.9632","202001","14","14,500","0","30","2015","경춘로2290번길 1"
"경기도 남양주시 화도읍 답내리","1074","1074","0000","남양주월산사랑으로부영2단지","전세","59.9632","202001","15","14,500","0","16","2015","경춘로2290번길 1"
"경기도 남양주시 화도읍 답내리","1074","1074","0000","남양주월산사랑으로부영2단지","전세","59.9632","202001","17","14,500","0","9","2015","경춘로2290번길 1"
"경기도 남양주시 화도읍 답내리","1074","1074","0000","남양주월산사랑으로부영2단지","전세","84.9947","202001","17","19,000","0","14","2015","경춘로2290번길 1"
"경기도 남양주시 화도읍 답내리","1074","1074","0000","남양주월산사랑으로부영2단지","전세","59.9632","202001","20","14,500","0","22","2015","경춘로2290번길 1"
"경기도 남양주시 화도읍 답내리","1074","1074","0000","남양주월산사랑으로부영2단지","전세","59.9632","202001","21","14,500","0","3","2015","경춘로2290번길 1"
"경기도 남양주시 화도읍 답내리","1074","1074","0000","남양주월산사랑으로부영2단지","전세","59.9632","202001","23","14,500","0","17","2015","경춘로2290번길 1"
"경기도 남양주시 화도읍 답내리","1074","1074","0000","남양주월산사랑으로부영2단지","전세","84.9947","202001","23","19,000","0","26","2015","경춘로2290번길 1"
"경기도 남양주시 화도읍 마석우리","71","0071","0000","그랜드힐(1차)","전세","59.9037","202001","4","13,000","0","10","2004","경춘로 2102-16"
"경기도 남양주시 화도읍 마석우리","598","0598","0000","마석역신도브래뉴","전세","160.443","202001","4","29,000","0","11","2009","마석로 110"
"경기도 남양주시 화도읍 마석우리","600","0600","0000","마석힐즈파크푸르지오","전세","59.9838","202001","9","20,000","0","20","2018","비룡로33번길 25"
"경기도 남양주시 화도읍 마석우리","600","0600","0000","마석힐즈파크푸르지오","전세","59.9838","202001","11","20,000","0","15","2018","비룡로33번길 25"
"경기도 남양주시 화도읍 마석우리","552","0552","0000","보미청광플러스원","전세","84.9694","202001","11","15,500","0","5","2005","맷돌로 50"
"경기도 남양주시 화도읍 묵현리","47-3","0047","0003","마석LIG아파트","전세","84.9847","202001","7","16,000","0","5","2005","비룡로158번길 11"
"경기도 남양주시 화도읍 묵현리","47-3","0047","0003","마석LIG아파트","전세","59.9693","202001","8","12,000","0","11","2005","비룡로158번길 11"
"경기도 남양주시 화도읍 묵현리","47-3","0047","0003","마석LIG아파트","전세","84.9847","202001","14","12,000","0","11","2005","비룡로158번길 11"
"경기도 남양주시 화도읍 묵현리","42-1","0042","0001","마석건영","전세","59.76","202001","22","10,000","0","2","1994","비룡로158번길 19"
"경기도 남양주시 화도읍 묵현리","147-3","0147","0003","삼신푸른솔","전세","84.92","202001","2","12,500","0","10","1998","비룡로 185-25"
"경기도 남양주시 화도읍 묵현리","147-3","0147","0003","삼신푸른솔","전세","84.92","202001","9","11,000","0","1","1998","비룡로 185-25"
"경기도 남양주시 화도읍 묵현리","48","0048","0000","삼익","전세","59.76","202001","8","10,000","0","10","2003","비룡로116번길 40"
"경기도 남양주시 화도읍 묵현리","286-3","0286","0003","영진그린필","전세","84.946","202001","4","14,000","0","2","2003","경춘로 1790-1"
"경기도 남양주시 화도읍 묵현리","24-11","0024","0011","장미","전세","59.91","202001","18","7,500","0","1","1995","비룡로 166"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","1","14,500","0","27","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.6054","202001","2","19,000","0","3","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","148.0042","202001","2","22,000","0","18","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","2","14,500","0","13","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","3","14,500","0","28","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9727","202001","3","19,000","0","30","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","3","19,000","0","12","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","147.0694","202001","3","22,000","0","11","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","3","19,000","0","28","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","147.0694","202001","3","22,000","0","12","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","146.7236","202001","4","22,000","0","3","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","4","14,500","0","12","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","147.0694","202001","6","22,000","0","6","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","6","14,500","0","4","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.6054","202001","6","19,000","0","17","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","6","14,500","0","20","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","6","14,500","0","16","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","월세","84.9947","202001","7","16,500","15","10","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","148.0042","202001","7","22,000","0","9","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","7","14,500","0","12","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","7","14,500","0","27","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9727","202001","7","19,000","0","26","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","7","14,500","0","17","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","8","14,500","0","29","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","8","19,000","0","31","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","8","19,000","0","21","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","8","14,500","0","4","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","8","19,000","0","16","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","9","19,000","0","31","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.6054","202001","9","19,000","0","25","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.6054","202001","9","19,000","0","2","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","9","19,000","0","24","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.6054","202001","9","19,000","0","11","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","148.0042","202001","10","22,000","0","1","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","10","19,000","0","30","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","10","19,000","0","1","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9727","202001","10","19,000","0","26","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","11","19,000","0","24","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.6054","202001","11","19,000","0","17","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","148.0042","202001","13","22,000","0","5","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.6054","202001","13","19,000","0","11","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","13","19,000","0","4","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","13","19,000","0","3","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.6054","202001","13","19,000","0","29","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","13","19,000","0","9","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","14","19,000","0","17","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","148.0042","202001","14","22,000","0","4","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.6054","202001","14","19,000","0","14","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","16","19,000","0","30","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","16","14,500","0","22","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","16","14,500","0","6","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9727","202001","17","19,000","0","11","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","17","14,500","0","8","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9727","202001","17","19,000","0","27","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9727","202001","17","19,000","0","14","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","17","19,000","0","28","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","146.7236","202001","17","22,000","0","11","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","18","19,000","0","15","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9727","202001","20","19,000","0","23","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","148.0042","202001","20","22,000","0","4","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","148.0042","202001","20","22,000","0","1","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","20","14,500","0","7","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","20","14,500","0","28","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","20","14,500","0","5","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","21","19,000","0","2","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.6054","202001","21","19,000","0","11","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","21","19,000","0","23","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","22","14,500","0","14","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.9947","202001","22","19,000","0","13","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","148.0042","202001","22","22,000","0","13","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","23","14,500","0","25","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","84.6054","202001","23","19,000","0","10","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","23","14,500","0","12","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1528","1528","0000","남양주월산사랑으로부영1단지","전세","59.9632","202001","23","14,500","0","11","2015","경춘로2290번길 2"
"경기도 남양주시 화도읍 월산리","1527","1527","0000","화도 효성해링턴 플레이스","전세","84.9777","202001","6","20,000","0","24","2015","경춘로2248번길 40"
"경기도 남양주시 화도읍 월산리","1527","1527","0000","화도 효성해링턴 플레이스","전세","84.9777","202001","8","20,000","0","14","2015","경춘로2248번길 40"
"경기도 남양주시 화도읍 차산리","875","0875","0000","신창현풍림아이원1차","전세","121.6139","202001","9","20,000","0","12","2009","수레로1120번길 8"
"경기도 남양주시 화도읍 차산리","874","0874","0000","신창현풍림아이원2차","전세","105.9312","202001","18","18,000","0","3","2009","수레로 1105-27"
"경기도 남양주시 화도읍 창현리","764","0764","0000","신한토탈","전세","84.88","202001","17","16,000","0","15","1997","녹촌로 20"
"경기도 남양주시 화도읍 창현리","329-1","0329","0001","영남탑스빌","전세","91.553","202001","19","12,000","0","6","2000","수레로1120번길 33-1"
"경기도 남양주시 화도읍 창현리","745","0745","0000","창현두산2단지아파트","전세","59.88","202001","18","13,500","0","9","1997","수레로 1234-13"
"경기도 남양주시 화도읍 창현리","769","0769","0000","창현주공","월세","59.71","202001","4","1,000","55","10","1997","녹촌로 9"
"경기도 남양주시 화도읍 창현리","769","0769","0000","창현주공","전세","59.71","202001","6","12,000","0","1","1997","녹촌로 9"
"경기도 동두천시 동두천동","524-2","0524","0002","우방아이유쉘아파트","전세","84.92","202001","8","1,000","0","13","2009","강변로664번길 25"
"경기도 동두천시 생연동","787-2","0787","0002","건영","월세","59.4","202001","9","1,000","35","10","1995","강변로296번길 19"
"경기도 동두천시 생연동","403-1","0403","0001","근남(403-1)","월세","42.63","202001","11","400","30","3","1990","생골로37번길 4-17"
"경기도 동두천시 생연동","714-2","0714","0002","부영1단지","전세","84.9842","202001","13","12,000","0","2","2004","생연로 72"
"경기도 동두천시 생연동","715-7","0715","0007","부영6단지","전세","49.847","202001","4","9,500","0","7","2003","동두천로 171"
"경기도 동두천시 생연동","296-1","0296","0001","상우","전세","66.84","202001","14","3,000","0","9","1991","삼육사로 1057"
"경기도 동두천시 생연동","296-1","0296","0001","상우","월세","66.84","202001","16","1,500","30","10","1991","삼육사로 1057"
"경기도 동두천시 생연동","831","0831","0000","생연휴먼시아","월세","46.9","202001","16","1,808","13","4","2010","행선로 112"
"경기도 동두천시 생연동","831","0831","0000","생연휴먼시아","월세","36.65","202001","17","1,303","9","11","2010","행선로 112"
"경기도 동두천시 생연동","831","0831","0000","생연휴먼시아","월세","46.9","202001","20","1,862","14","14","2010","행선로 112"
"경기도 동두천시 생연동","831","0831","0000","생연휴먼시아","월세","46.9","202001","20","1,862","14","2","2010","행선로 112"
"경기도 동두천시 생연동","809","0809","0000","세아프라자","전세","82.79","202001","20","7,500","0","16","1993","큰시장로 64"
"경기도 동두천시 생연동","284","0284","0000","주공생연(284)","전세","45.87","202001","23","2,000","0","1","1985","삼육사로 1029"
"경기도 동두천시 송내동","664-6","0664","0006","송내주공3단지","월세","51.86","202001","13","2,861","7","1","2005","중앙로 41"
"경기도 동두천시 송내동","664-6","0664","0006","송내주공3단지","월세","51.86","202001","13","1,761","13","1","2005","중앙로 41"
"경기도 동두천시 송내동","664-6","0664","0006","송내주공3단지","월세","51.86","202001","13","1,761","13","8","2005","중앙로 41"
"경기도 동두천시 송내동","664-6","0664","0006","송내주공3단지","월세","59.57","202001","14","2,344","12","9","2005","중앙로 41"
"경기도 동두천시 송내동","664-4","0664","0004","아이파크","전세","123.762","202001","6","20,000","0","2","2005","강변로 160"
"경기도 동두천시 송내동","665-3","0665","0003","주공4단지","월세","45.32","202001","11","500","40","16","2003","동두천로 63"
"경기도 동두천시 송내동","665-3","0665","0003","주공4단지","월세","59.92","202001","23","1,000","50","4","2003","동두천로 63"
"경기도 동두천시 지행동","692-1","0692","0001","대방샤인힐7단지","전세","50.3","202001","4","12,000","0","6","2004","거북마루로 64"
"경기도 동두천시 지행동","692-3","0692","0003","대방샤인힐8단지","전세","59.24","202001","3","13,000","0","7","2004","동두천로 149"
"경기도 동두천시 지행동","717-2","0717","0002","송내주공1단지","전세","75.79","202001","8","13,000","0","11","2004","지행로 16"
"경기도 동두천시 지행동","722-5","0722","0005","송내주공2단지","전세","51.88","202001","6","12,000","0","1","2004","동두천로 89"
"경기도 동두천시 지행동","722-5","0722","0005","송내주공2단지","전세","59.56","202001","6","12,000","0","8","2004","동두천로 89"
"경기도 동두천시 지행동","722-5","0722","0005","송내주공2단지","전세","59.56","202001","6","12,000","0","8","2004","동두천로 89"
"경기도 동두천시 지행동","722-5","0722","0005","송내주공2단지","전세","59.56","202001","17","13,000","0","2","2004","동두천로 89"
"경기도 동두천시 지행동","722-5","0722","0005","송내주공2단지","전세","51.88","202001","20","12,000","0","12","2004","동두천로 89"
"경기도 동두천시 지행동","172","0172","0000","지행동 동양엔파트","전세","84.9897","202001","17","19,000","0","13","2011","행선로20번길 43"
"경기도 동두천시 지행동","270-4","0270","0004","지행주공1단지","전세","59.99","202001","21","8,500","0","5","2000","삼육사로1002번길 93"
"경기도 동두천시 지행동","270-3","0270","0003","지행주공2단지","월세","59.99","202001","1","1,000","43","6","1999","평화로 2316-13"
"경기도 동두천시 지행동","270-3","0270","0003","지행주공2단지","전세","59.99","202001","4","10,000","0","12","1999"," 2316-13"
"경기도 부천시 고강동","246-2","0246","0002","고강1차","전세","47.7","202001","2","6,000","0","2","1985","고강로170번길 19-4"
"경기도 부천시 고강동","246-2","0246","0002","고강1차","전세","56.61","202001","16","11,000","0","4","1985","고강로170번길 19-4"
"경기도 부천시 고강동","327-7","0327","0007","동문미도(327-7)","전세","51.3","202001","7","11,500","0","3","1989","수주로 18"
"경기도 부천시 고강동","396","0396","0000","삼우(396)","전세","46.26","202001","7","9,000","0","3","1988","고리울로52번길 5"
"경기도 부천시 괴안동","171-8","0171","0008","거산","월세","55.26","202001","4","8,500","20","3","1992","범안로7번길 26"
"경기도 부천시 괴안동","73-2","0073","0002","국경","전세","39.36","202001","16","6,500","0","3","1988","범안로36번길 17"
"경기도 부천시 괴안동","129","0129","0000","네오빌","월세","27.26","202001","4","2,000","35","13","2002","경인로 528"
"경기도 부천시 괴안동","251-1","0251","0001","범박휴먼시아국민임대1단지","월세","46.4","202001","14","8,194","17","10","2011","양지로 20"
"경기도 부천시 괴안동","171-18","0171","0018","복지","전세","54.9","202001","13","13,000","0","5","1986","경인로484번길 28"
"경기도 부천시 괴안동","204-1","0204","0001","삼익3차","전세","84.93","202001","1","20,800","0","6","1990","안곡로 4"
"경기도 부천시 괴안동","204-5","0204","0005","삼익세라믹","전세","109.35","202001","6","25,500","0","7","1988","소안로 20"
"경기도 부천시 괴안동","164-6","0164","0006","염광","전세","63.76","202001","15","15,500","0","6","1989","안곡로16번길 47"
"경기도 부천시 괴안동","1-15","0001","0015","우석WS 아파트","전세","59.43","202001","4","24,000","0","3","2016","경인로425번길 46"
"경기도 부천시 괴안동","32","0032","0000","조공2차","월세","78.156","202001","8","2,500","55","1","1985","안곡로 22"
"경기도 부천시 괴안동","32","0032","0000","조공2차","전세","78.156","202001","20","18,500","0","4","1985","안곡로 22"
"경기도 부천시 괴안동","88","0088","0000","현대(88-0)","전세","47.38","202001","7","8,000","0","3","1986","범안로 37"
"경기도 부천시 괴안동","105","0105","0000","현대3차","전세","51.37","202001","3","14,000","0","1","1989","부광로22번길 43"
"경기도 부천시 도당동","266-3","0266","0003","동신","월세","51.98","202001","16","1,000","60","1","1984","길주로363번길 90"
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","전세","75.84","202001","6","29,500","0","17","2004","범안로 81"
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","전세","59.95","202001","9","25,000","0","18","2004","범안로 81"
"경기도 부천시 범박동","154-2","0154","0002","부천 범박 힐스테이트1단지","월세","59.95","202001","21","20,000","20","4","2004","범안로 81"
"경기도 부천시 범박동","150-2","0150","0002","부천범박힐스테이트 6단지","전세","70.4","202001","13","27,000","0","2","2003","은성로 172-17"
"경기도 부천시 범박동","155-1","0155","0001","부천범박힐스테이트3단지","전세","84.92","202001","10","31,000","0","22","2004","범안로95번길 32"
"경기도 부천시 범박동","155-1","0155","0001","부천범박힐스테이트3단지","전세","84.92","202001","16","32,000","0","4","2004","범안로95번길 32"
"경기도 부천시 범박동","151-2","0151","0002","부천범박힐스테이트5단지","전세","122.8","202001","10","30,000","0","9","2003","범안로 130-27"
"경기도 부천시 상동","500-4","0500","0004","다정한마을(삼성)","전세","84.935","202001","16","30,000","0","20","2002","평천로 616"
"경기도 부천시 상동","528-1","0528","0001","라일락마을(대우유림)","월세","84.9854","202001","16","3,000","120","7","2002","상동로117번길 64"
"경기도 부천시 상동","525-6","0525","0006","라일락마을(동양)","전세","84.9874","202001","7","36,000","0","11","2002","계남로 19"
"경기도 부천시 상동","528-3","0528","0003","라일락마을(서해)","월세","127.738","202001","13","5,000","160","21","2002","상동로117번길 22"
"경기도 부천시 상동","525-3","0525","0003","라일락마을(신성미소지움)","월세","59.962","202001","7","7,000","80","5","2002","도약로 36"
"경기도 부천시 상동","525-3","0525","0003","라일락마을(신성미소지움)","전세","59.881","202001","13","28,700","0","16","2002","도약로 36"
"경기도 부천시 상동","525-3","0525","0003","라일락마을(신성미소지움)","전세","59.962","202001","22","31,000","0","8","2002","도약로 36"
"경기도 부천시 상동","531-7","0531","0007","리파인빌","월세","46.74","202001","22","5,000","35","12","2004","길주로 71"
"경기도 부천시 상동","531-7","0531","0007","리파인빌","전세","84.24","202001","23","26,000","0","12","2004","길주로 71"
"경기도 부천시 상동","589-1","0589","0001","목련마을(589-1)(임대)","전세","59.984","202001","7","20,837","0","3","2003","신상로 91"
"경기도 부천시 상동","589-1","0589","0001","목련마을(589-1)(임대)","전세","59.984","202001","7","20,837","0","2","2003","신상로 91"
"경기도 부천시 상동","397","0397","0000","반달마을(건영)","월세","39.84","202001","17","1,000","57","4","1993","상일로 71"
"경기도 부천시 상동","399","0399","0000","반달마을(극동신라)","전세","29.95","202001","8","12,500","0","12","1994","상일로 72"
"경기도 부천시 상동","399","0399","0000","반달마을(극동신라)","전세","41.44","202001","14","16,500","0","6","1994","상일로 72"
"경기도 부천시 상동","399","0399","0000","반달마을(극동신라)","전세","29.95","202001","21","13,000","0","15","1994","상일로 72"
"경기도 부천시 상동","397","0397","0000","반달마을(동아)","전세","59.92","202001","8","21,000","0","9","1993","상일로 71"
"경기도 부천시 상동","397","0397","0000","반달마을(선경)","전세","59.92","202001","21","23,000","0","14","1993","상일로 71"
"경기도 부천시 상동","571-6","0571","0006","백송마을(풍림아이원)","전세","59.997","202001","3","31,000","0","2","2002","부흥로 49"
"경기도 부천시 상동","531-4","0531","0004","스타팰리스2","전세","75.6","202001","10","20,000","0","17","2004","길주로 63"
"경기도 부천시 상동","527-3","0527","0003","진달래마을(효성)","전세","84.98","202001","20","39,000","0","2","2002","계남로 72"
"경기도 부천시 상동","570-5","0570","0005","하얀마을(경남)","전세","59.8218","202001","11","27,300","0","22","2002","부흥로 109"
"경기도 부천시 상동","570-3","0570","0003","하얀마을(주공)(임대)","월세","59.64","202001","16","2,288","32","6","2002","조마루로 104"
"경기도 부천시 상동","550-3","0550","0003","행복한마을(서해)","전세","112.155","202001","20","52,000","0","11","2002","상동로 57"
"경기도 부천시 상동","550-7","0550","0007","행복한마을(한양)","전세","84.96","202001","8","40,000","0","14","2002","조마루로 47"
"경기도 부천시 소사본동","133-12","0133","0012","부천소사역푸르지오","전세","84.9779","202001","6","38,000","0","19","2012","소삼로 47"
